病例,数据组,模态,状态,影像路径,标签路径,第1轴体素数,第1轴间距_mm,第1轴覆盖_mm,第2轴体素数,第2轴间距_mm,第2轴覆盖_mm,第3轴体素数,第3轴间距_mm,第3轴覆盖_mm,原始存储类型,文件缩放斜率,文件缩放截距,方向代码,空间单位,影像最小值,影像最大值,抽样P1,抽样中位数,抽样P99,强度抽样数,影像非有限体素数,标签体素体积_ml,体积计算依据,问题,影像SHA256,标签SHA256
Case2017,B ct_train,CT,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\B ct_train\Case2017_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\B ct_train\Case2017_label.nii.gz,180,1.0,180.0,180,1.0,180.0,136,1.0,136.0,float32,1.0,0.0,无效,mm,-1023.8228759765625,3071.0,-1013.513427734375,-21.74358367919922,767.3985595703125,191583,0,0.001,首选空间矩阵行列式,影像首选空间矩阵无效/奇异；不自动修复,27537d0468d324f2ab26f5e0d671558309e2c9f14ff84babccd25816723062b7,26e481661679292849f853186a6d668ba90f7d2cefdd2ac710bf6db7cc93c330
Case2018,B ct_train,CT,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\B ct_train\Case2018_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\B ct_train\Case2018_label.nii.gz,192,1.0,192.0,192,1.0,192.0,176,1.0,176.0,float32,1.0,0.0,LAS,mm,-1024.0,3071.0,-1018.0,-149.0,915.0,196608,0,0.001,首选空间矩阵行列式,,f573a5a91242cfc73f6b3303c9d65432c742f63645c83b597eeca472f8ca4227,5085699621e3287dec6fc8d229a404fa3764e0da3e042b4e7bfce5731bc8ec8b
Case2019,B ct_train,CT,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\B ct_train\Case2019_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\B ct_train\Case2019_label.nii.gz,173,1.0,173.0,173,1.0,173.0,119,1.0,119.0,float32,1.0,0.0,LAS,mm,-1023.7291259765625,3071.0,-977.149169921875,-67.011474609375,525.7823486328125,197864,0,0.001,首选空间矩阵行列式,,a7b25f0b095c1451862e0ac8fbf1f6e60658c9686eb3ef6912bdabfa8baa4a0c,7195e0116dfad8b6e617898f6c7bdd7bb0948a9b321a9afcc684bc82c82ddcd2
Case2020,B ct_train,CT,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\B ct_train\Case2020_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\B ct_train\Case2020_label.nii.gz,167,1.0,167.0,167,1.0,167.0,143,1.0,143.0,float32,1.0,0.0,LAS,mm,-1024.0,3071.0,-1009.0843664550781,-73.41016387939453,762.7587170410156,199407,0,0.001,首选空间矩阵行列式,,65ef0fde787a3725c0bf836b70b4ee85ea43f56b88ce06e2c8c9f30e6d43b097,d930a0c775539aaebc9ee45cf5c2fa2b32f10e689a34b46a308ad1ce59017814
Case3001,C and D mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3001_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3001_label.nii.gz,512,0.78125,400.0,512,0.78125,400.0,160,1.600000023841858,256.00000381469727,int16,1.0,0.0,LSP,mm,0.0,4095.0,1.0,112.0,1385.0,199729,0,0.0009765625145519152,首选空间矩阵行列式,,1ca0b1c5fa3cfb749338def137eb5e89007f9d843401dde7fb66e81fbeef79ae,596041fa57835970901a254113ddea46780827949cc66320c25459e2fac2aa17
Case3002,C and D mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3002_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3002_label.nii.gz,512,0.78125,400.0,512,0.78125,400.0,128,1.600000023841858,204.8000030517578,int16,1.0,0.0,LSP,mm,0.0,4095.0,0.0,174.0,1769.7200000000012,199729,0,0.0009765625145519152,首选空间矩阵行列式,,f9e61ba153e8b2464d509345c005bad972b9358c6e3d79e4ebe668adcf1779df,db038a7d6439c2304d3b3ac32b45e3e3b656809f535d6f96962afd1be60d1d9e
Case3003,C and D mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3003_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3003_label.nii.gz,288,1.0,288.0,288,1.0,288.0,160,1.0499999523162842,167.99999237060547,int16,1.0,0.0,PSR,mm,0.0,1705.0,0.0,93.0,1108.0,198076,0,0.0010499999523162842,首选空间矩阵行列式,,353ccc096eaaf9bc00a94c0158f31d489b0f467ca3d5772c1987fdbd3479f498,d4784da94ace7fa35c9cb5ceeec691c27dfb4fa8f4ac03a2708303adf561e600
Case3004,C and D mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3004_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3004_label.nii.gz,288,0.9722222089767456,279.99999618530273,288,0.9722222089767456,279.99999618530273,120,1.0499999523162842,125.9999942779541,int16,1.0,0.0,PSR,mm,0.0,1510.0,0.0,40.0,640.0,199066,0,0.0009924767797375917,首选空间矩阵行列式,,356c4ff5686627023dc277ea87e6e4dd9c5f63b46521156dcec0a8b510bea6cb,2b970d9e31a6dea80265ea0f12a4d77bacd2d907a42a3b13f0e4663901e66cb8
Case3005,C and D mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3005_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3005_label.nii.gz,288,1.0,288.0,288,1.0,288.0,130,1.0499999523162842,136.49999380111694,int16,1.0,0.0,PSR,mm,0.0,2057.0,0.0,33.0,1103.0,199680,0,0.0010499999523162842,首选空间矩阵行列式,,d6e537ba321c3052a97c832253ab9533a3449375a439b4cc84f8f167c9518a9e,fa916a2160e36f67133ba350fa27e3df8d4909831d754056ad0292b7a1f0c09e
Case3006,C and D mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3006_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3006_label.nii.gz,256,1.2109375,310.0,256,1.2109375,310.0,160,0.8999999761581421,143.99999618530273,int16,1.0,0.0,PSR,mm,0.0,1343.0,0.0,19.0,729.5599999999977,197845,0,0.0013197326310546488,首选空间矩阵行列式,,5cdbea8f43936e02bc3760419c38be83eaf6cc4adbbcd8dac73ee71eb62d2483,14424dfb03b50e2aafc21025406f63e476878c6df67ba876f1a0ea60a0edfca5
Case3007,C and D mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3007_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3007_label.nii.gz,288,1.0,288.0,288,1.0,288.0,180,1.0499999523162842,188.99999141693115,int16,1.0,0.0,PSR,mm,0.0,1512.0,0.0,110.0,1053.0,199066,0,0.0010499999523162842,首选空间矩阵行列式,,8d223f47b764e29d4589a504a42a49d8b1b489d474904442beba1b97f6210c99,36690bc0a1e244d9e3227236b05db760da81f1e725b536ca2b4279cc6f81b18f
Case3008,C and D mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3008_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3008_label.nii.gz,288,1.0,288.0,288,1.0,288.0,130,1.0499999523162842,136.49999380111694,int16,1.0,0.0,PSR,mm,0.0,1637.0,0.0,126.0,989.0,199680,0,0.0010499999523162842,首选空间矩阵行列式,,82b927bbb3b28d8b2737024cbe0fe04a3786e75f3404bb2a5d859084ddb701ea,efb8baaabbabad4232af3554202a78731070facaa5bb146884112f666c2bddaa
Case3009,C and D mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3009_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3009_label.nii.gz,512,0.78125,400.0,512,0.78125,400.0,120,1.600000023841858,192.00000286102295,int16,1.0,0.0,LSP,mm,0.0,4095.0,2.0,187.0,1690.0,199097,0,0.0009765625145519152,首选空间矩阵行列式,,abff58457859b94fb64b15e31cec7a6bf823dfc9d85ee62399b02da89bdfa03c,7a9e4d071cb7adf17c5cf3e4f8fd91d7053705ba90a273c2a371e054e65569c2
Case3010,C and D mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3010_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3010_label.nii.gz,288,0.9722222089767456,279.99999618530273,288,0.9722222089767456,279.99999618530273,160,1.0499999523162842,167.99999237060547,int16,1.0,0.0,PSR,mm,0.0,1908.0,0.0,96.0,1109.0,198076,0,0.0009924767797375917,首选空间矩阵行列式,非官方取值：421 (8284 体素),7e8c813f0677998288c1236f53d3f381f46fbc6f9186b73bc71f8449f0abb632,183086e3e45ff49c01bb0d7ade712c899d7b876d7dc1c1c087597e75f7940cdd
Case3011,C and D mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3011_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3011_label.nii.gz,288,1.1111111640930176,320.00001525878906,288,1.1111111640930176,320.00001525878906,160,0.8999999761581421,143.99999618530273,int16,1.0,0.0,PSR,mm,0.0,1349.0,0.0,77.0,825.0,198076,0,0.0011111111876405313,首选空间矩阵行列式,,12deadd0d04c43829483adfe8f58a48ca7248e1e341f8b416d23a04d3ad5c21c,30ea963f1462c4d935f445394366ca50ad71993b4c9df2a16467aa3fc441d0d1
Case3012,C and D mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3012_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3012_label.nii.gz,512,0.78125,400.0,512,0.78125,400.0,128,1.600000023841858,204.8000030517578,int16,1.0,0.0,LSP,mm,0.0,4095.0,0.0,135.0,1546.0,199729,0,0.0009765625145519152,首选空间矩阵行列式,,cbfdc6f4a7a7a61f57dac947a6185be2ae183b8c58b437d8d49412876aa7eedc,9347f5825ebc477f0d0c949c935395d54ff35c71f5a3df102a8d412977cd0352
Case3013,C and D mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3013_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3013_label.nii.gz,512,0.78125,400.0,512,0.78125,400.0,112,1.600000023841858,179.2000026702881,int16,1.0,0.0,LSP,mm,0.0,4095.0,3.0,162.0,1548.0,199729,0,0.0009765625145519152,首选空间矩阵行列式,,ba822b30e9f3b3d80f17b737211f8e0e128311fadd8e4f32edfc952f488cc459,40d9d0e4b4051b52ce9ac50f203ae70fc54d5c208370837064e53fb0569e2ba0
Case3014,C and D mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3014_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3014_label.nii.gz,512,0.78125,400.0,512,0.78125,400.0,160,1.600000023841858,256.00000381469727,int16,1.0,0.0,LSP,mm,0.0,4095.0,3.0,162.0,2301.0,199729,0,0.0009765625145519152,首选空间矩阵行列式,,e29751893e4d4b628c2de96685b24b7c0227d837eb4eed61d9744905b0eaf6f2,31e280e0f842c623749ab18d14d4013c94d732d08562be84229ebcbac0e9f2a4
Case3015,C and D mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3015_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3015_label.nii.gz,340,1.0,340.0,340,1.0,340.0,200,1.0,200.0,int16,1.0,0.0,PSR,mm,0.0,1293.0,0.0,21.0,522.0,199311,0,0.001,首选空间矩阵行列式,,18cfd8b519b408cdff161197f9f6d86cefadefe9dec4d7ac48ecdd737f595297,2c957b025cae01c623eae7514e00b05bb791f07a993e20eb60485837c0b810e5
Case3016,C and D mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3016_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3016_label.nii.gz,288,0.9722222089767456,279.99999618530273,288,0.9722222089767456,279.99999618530273,130,1.0499999523162842,136.49999380111694,int16,1.0,0.0,PSR,mm,0.0,2078.0,0.0,47.0,835.0,199680,0,0.0009924767797375917,首选空间矩阵行列式,,6197e6cfe16ca70cf1f8e15cfc3b059342f657eb506b8b05117167982d504c50,e4233051297148dff8903a8e75a6846687a732e1de68c0917dc1be65246e7375
Case3017,C and D mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3017_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3017_label.nii.gz,288,0.9722222089767456,279.99999618530273,288,0.9722222089767456,279.99999618530273,140,1.0499999523162842,146.99999332427979,int16,1.0,0.0,PSR,mm,0.0,2215.0,0.0,40.0,863.0,196817,0,0.0009924767797375917,首选空间矩阵行列式,,0abe5d2ab0d568e21325db1c69599d4a5c1b6b666d0be392bef96e0201be805c,5766cfe9d430733deb13daa007602fef6217648a184949b7e8b75c09e9c26875
Case3018,C and D mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3018_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3018_label.nii.gz,288,0.9722222089767456,279.99999618530273,288,0.9722222089767456,279.99999618530273,150,1.0499999523162842,157.49999284744263,int16,1.0,0.0,PSR,mm,0.0,1487.0,0.0,79.0,1003.0,197486,0,0.0009924767797375917,首选空间矩阵行列式,,6d118f5a7529c7ab5d4a75329c358a53a7270b971b3761bc4dc264cce488f9ff,e28f048ca1f35bd313857f311e86c10432aaca0f0513f69a773f034d27ac387d
Case3019,C and D mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3019_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3019_label.nii.gz,288,0.9722222089767456,279.99999618530273,288,0.9722222089767456,279.99999618530273,135,1.0499999523162842,141.74999356269836,int16,1.0,0.0,PSR,mm,0.0,2186.0,0.0,121.0,1123.0,199955,0,0.0009924767797375917,首选空间矩阵行列式,,7ffdc67c3d32d28db65fa5cd53e06d00cd40a95c65ebf862383ce304d82bdfd2,47d903f538770fb38f381dd9ad2d160f6e6d79a326ba0a3b4bc0e5f67645cdb6
Case3020,C and D mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3020_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\C and D mr_train\Case3020_label.nii.gz,288,0.9722222089767456,279.99999618530273,288,0.9722222089767456,279.99999618530273,135,1.0499999523162842,141.74999356269836,int16,1.0,0.0,PSR,mm,0.0,1759.0,0.0,64.0,858.0,199955,0,0.0009924767797375917,首选空间矩阵行列式,,e93a79488249166011bf9460bb356bafc6944f1b0bf60ecb6e8b338bd8a0483d,b30b956455f6d0cf061c988fbe54530bbef2aa53aefc79e63ab919f20658ca7e
Case5001,E mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5001_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5001_label.nii.gz,384,0.8854166865348816,340.00000762939453,384,0.8854166865348816,340.00000762939453,160,1.0,160.0,int16,1.0,0.0,PSR,mm,0.0,2337.0,0.0,28.0,957.0,199941,0,0.0007839627087944087,首选空间矩阵行列式,,e015fb0b117394d831d8e6060aa9194b855150f32fa4753df43493eda5ef372e,39343bd101686be224f1cca1f2008052bdc640b37ddf41daf1d1ab8f2123b604
Case5002,E mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5002_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5002_label.nii.gz,384,0.8854166865348816,340.00000762939453,384,0.8854166865348816,340.00000762939453,170,1.0,170.0,int16,1.0,0.0,PSR,mm,0.0,1385.0,0.0,38.0,738.0,198949,0,0.0007839627087944087,首选空间矩阵行列式,,0b95841155e583092c1f796b48fa3ab0e5559d728a736e11041430cf5ebeb057,a15ebc665b15e3119f2239a1d6336326d5c4de75250439c83f9cb043e6bbae67
Case5003,E mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5003_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5003_label.nii.gz,384,0.8854166865348816,340.00000762939453,384,0.8854166865348816,340.00000762939453,190,1.0,190.0,int16,1.0,0.0,PSR,mm,0.0,2755.0,0.0,49.0,947.0,198700,0,0.0007839627087944087,首选空间矩阵行列式,,a1a139582d43a65bebb337ff0c0701d4dda10dadde7da71b27454bb02a6743ed,ef7cd44c712968413e387133f62df9a7b012fbf60c1f265bf67cbf448f494a11
Case5004,E mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5004_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5004_label.nii.gz,384,0.8854166865348816,340.00000762939453,384,0.8854166865348816,340.00000762939453,155,1.0,155.0,int16,1.0,0.0,PSR,mm,0.0,1638.0,0.0,63.0,710.0,198746,0,0.0007839627087944087,首选空间矩阵行列式,,eb9113e3282667d4bda7c9bbfdc7e84d9b52edba72259435160f190da15dc83f,32e35c1b53fb069e7c146ee602d0e66391de2a25a2ef722ed339fd1eae9ed8a2
Case5005,E mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5005_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5005_label.nii.gz,384,0.8854166865348816,340.00000762939453,384,0.8854166865348816,340.00000762939453,155,1.0,155.0,int16,1.0,0.0,PSR,mm,0.0,2097.0,0.0,58.0,811.0,198746,0,0.0007839627087944087,首选空间矩阵行列式,,14e2943efe167928b20b9ce8f2cb3a647c2ca38ac081d662528400ddd84061da,c8c75ebe5faacff029ded701c83b8eb4036ce3abdb9dd339e21af93c2cbf6219
Case5006,E mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5006_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5006_label.nii.gz,384,0.8854166865348816,340.00000762939453,384,0.8854166865348816,340.00000762939453,228,0.75,171.0,float32,1.0,0.0,PSR,mm,0.0,2813.388916015625,0.0,103.39340209960938,1642.050537109375,198935,0,0.0005879720315958066,首选空间矩阵行列式,"image_sha256 完全相同的文件：['E mr_train/Case5006', 'E mr_train/Case5015']；实验划分时需避免同一影像跨集合；对应标签文件哈希不同（可能为标注或文件头差异），请核实",011e3b77ded9975af24d0c5a89812ed8eab3710375fbbcc41b33d5fd5901f3fd,3ac1a3d357298f22e5e38b94aa65ecec5ab94da4a1b3e50dff3df59437917b83
Case5007,E mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5007_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5007_label.nii.gz,384,0.8854166865348816,340.00000762939453,384,0.8854166865348816,340.00000762939453,180,1.0,180.0,int16,1.0,0.0,PSR,mm,0.0,1897.0,0.0,106.0,888.0,199565,0,0.0007839627087944087,首选空间矩阵行列式,,7a5bf64a5ddddafb1dfe6e52ae2be807b59edae9951ecd5e7c84ceb7652fefbe,ec504768ccd104197d3b6e482291b4b59598fbce5fa534a200744bb1f1b2e721
Case5008,E mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5008_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5008_label.nii.gz,320,1.1805555820465088,377.7777862548828,320,1.1805555820465088,377.7777862548828,55,3.0,165.0,int16,1.0,0.0,PSR,mm,0.0,1839.0,0.0,32.0,785.0,194207,0,0.004181134446903515,首选空间矩阵行列式,,fa55d4dc9fb6eaddfca6156876f386c3ffe92568a69759be3f60dd1466cc9456,13f284b8ca1b22dea00831be17616eceb71f6cb4ee2a53fe796c293601561641
Case5009,E mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5009_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5009_label.nii.gz,288,1.1805555820465088,340.00000762939453,288,1.1805555820465088,340.00000762939453,55,3.0,165.0,int16,1.0,0.0,PSR,mm,0.0,1940.0,0.0,91.0,993.0,198345,0,0.004181134446903515,首选空间矩阵行列式,,1fac040c74d3f0ba90938413ef43f4b01d196665b1dcffc2a741ec9235b2578d,4b8e06b3ad0de12d4eea5ed57789d7ae213d4563366681aacccf018135902763
Case5010,E mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5010_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5010_label.nii.gz,240,1.2083333730697632,290.00000953674316,240,1.2083333730697632,290.00000953674316,50,3.0,150.0,int16,1.0,0.0,PSR,mm,0.0,1704.0,0.0,142.0,952.0,192000,0,0.004380208621422455,首选空间矩阵行列式,,68bb15568486d6106810ae558c31d6f1ffd8cc08c5ccf56d26d2701c23c1830b,0920b4881686cfdd04d104ef440bbfe2210441a3424796fef1aaf673afd174a0
Case5011,E mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5011_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5011_label.nii.gz,240,1.2083333730697632,290.00000953674316,240,1.2083333730697632,290.00000953674316,60,3.0,180.0,int16,1.0,0.0,PSR,mm,0.0,1708.0,0.0,80.0,747.0,192000,0,0.004380208621422455,首选空间矩阵行列式,,5220746b21342de9592248242a9175d327a0ca9890587a0e26937f70af452833,a7f8cc10f7d5e926d3e68f4b675f15b2842e33d1343034d3ce3ef0354a2a5474
Case5012,E mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5012_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5012_label.nii.gz,384,0.8854166865348816,340.00000762939453,384,0.8854166865348816,340.00000762939453,228,0.75,171.0,float32,1.0,0.0,PSR,mm,0.0,2907.4140625,0.0,230.24029541015625,1549.5003662109375,198935,0,0.0005879720315958066,首选空间矩阵行列式,,28247765e1bdbf282e1ca7804e332d76ecffd99701b43e77867ee7de7b74a2e3,525ef317868637f3ad930431334d7b5e7340d9563332f51ee977379cf780eda8
Case5013,E mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5013_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5013_label.nii.gz,288,1.1567164659500122,333.1343421936035,288,1.1567164659500122,333.1343421936035,190,0.8999999761581421,170.999995470047,int16,1.0,0.0,PSR,mm,0.0,2079.0,0.0,67.0,427.0,199486,0,0.0012041936524396586,首选空间矩阵行列式,,e46f399ccb3da100bbd1d1f15f7e0307aec25406dfbfd7ac0cb6839fb63337ae,1a937b7519113d5018985fc159ebf05de7c5988e4b3a1db7b52825e06bbbd007
Case5014,E mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5014_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5014_label.nii.gz,384,0.8854166865348816,340.00000762939453,384,0.8854166865348816,340.00000762939453,200,1.0,200.0,float32,1.0,0.0,PSR,mm,0.0,4045.33349609375,0.0,68.72380828857422,1636.876220703125,199265,0,0.0007839627087944087,首选空间矩阵行列式,,863d40a7b94729badcdc1e0ec6401b34f82209ce2d458b0afb29992e836b96bc,e5317f24bce9d9c1a254634c8274bdfe8e719add687e46b88b1f897407dd86bb
Case5015,E mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5015_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5015_label.nii.gz,384,0.8854166865348816,340.00000762939453,384,0.8854166865348816,340.00000762939453,228,0.75,171.0,float32,1.0,0.0,PSR,mm,0.0,2813.388916015625,0.0,103.39340209960938,1642.050537109375,198935,0,0.0005879720315958066,首选空间矩阵行列式,"image_sha256 完全相同的文件：['E mr_train/Case5006', 'E mr_train/Case5015']；实验划分时需避免同一影像跨集合；对应标签文件哈希不同（可能为标注或文件头差异），请核实",011e3b77ded9975af24d0c5a89812ed8eab3710375fbbcc41b33d5fd5901f3fd,f9a5a6ca01ae42ea7a3b12313ab3954c918b2e9d1a46bafee234e9db7bedc907
Case5016,E mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5016_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5016_label.nii.gz,384,0.8854166865348816,340.00000762939453,384,0.8854166865348816,340.00000762939453,165,1.0,165.0,float32,1.0,0.0,PSR,mm,0.0,2608.56298828125,0.0,70.1069564819336,1426.96875,199429,0,0.0007839627087944087,首选空间矩阵行列式,,bd3e334cddf5b3bb7e7b7149c52f9eeac31b5b6fbced2b8667d4fc9b08dad5ca,dd8b1034507d6393ac2b954b8888fd692f48b7c32492f6015a81ce42e0b94e3d
Case5017,E mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5017_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5017_label.nii.gz,384,0.8854166865348816,340.00000762939453,384,0.8854166865348816,340.00000762939453,160,1.0,160.0,float32,1.0,0.0,PSR,mm,0.0,3016.359619140625,0.0,121.42710876464844,1575.792724609375,199941,0,0.0007839627087944087,首选空间矩阵行列式,,cc229369dd1d415988795de3acb9f9e1288384743ecfd0734ce4db3d522748a4,72ddc5497fe069a2ac8e037f6f233ce5293fa00ee9ac55ff76041ac10b60cd60
Case5018,E mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5018_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5018_label.nii.gz,384,0.8854166865348816,340.00000762939453,384,0.8854166865348816,340.00000762939453,180,1.0,180.0,float32,1.0,0.0,PSR,mm,0.0,3049.052734375,0.0,132.8241729736328,1390.226318359375,199565,0,0.0007839627087944087,首选空间矩阵行列式,,74ab7375b58b6b87cbb0af8355263947907426a6c644ab0b2ee989af767f8325,24347ef205aa89d923fd491e730c6c1791db65db66a0ebe4000776f01cd6beaf
